アフターシェーブローション	after|shave|lotion	AE1_F_T_ER0|SH_EY1_V|L_OW1_SH_AH0_N
ブラッスリー	brasserie	B_R_AE1_S_AH0_R_IY2
ブラスリー	brasserie	B_R_AE1_S_AH0_R_IY2
ブラック	black	B_L_AE1_K
ブラックアウト	blackout	B_L_AE1_K_AW2_T
ブラックジャック	blackjack	B_L_AE1_K_JH_AE2_K
ブラックリスト	blacklist	B_L_AE1_K_L_IH2_S_T
ブラッセル	brussels	B_R_AH1_S_AH0_L_Z
ブラボー	bravo	B_R_AA1_V_OW0
ブラヴォー	bravo	B_R_AA1_V_OW0
ブランク	blank	B_L_AE1_NG_K
ブランケット	blanket	B_L_AE1_NG_K_AH0_T
ブランチ	branch	B_R_AE1_N_CH
ブランデー	brandy	B_R_AE1_N_D_IY0
ブランディ	brandy	B_R_AE1_N_D_IY0
ブランディー	brandy	B_R_AE1_N_D_IY0
ブランデ	brandy	B_R_AE1_N_D_IY0
ブランド	brand	B_R_AE1_N_D
ブリージング	breathing	B_R_IY1_DH_IH0_NG
ブリーチ	bleach	B_L_IY1_CH
ブリーチャーズ	bleachers	B_L_IY1_CH_ER0_Z
ブリーフ	briefs	B_R_IY1_F_S
ブリーフケース	briefcase	B_R_IY1_F_K_EY2_S
ブリオッシュ	brioche	B_R_IY2_OW1_SH
ブリオシュ	brioche	B_R_IY2_OW1_SH
ブリザード	blizzard	B_L_IH1_Z_ER0_D
ブリスベン	brisbane	B_R_IH1_Z_B_EY2_N
ブリタニア	britannia	B_R_IH0_T_AE1_N_IY0_AH0
フリッカー	flicker	F_L_IH1_K_ER0
フリッカ	flicker	F_L_IH1_K_ER0
ブリッジ	bridge	B_R_IH1_JH
ブリリアント	brilliant	B_R_IH1_L_Y_AH0_N_T
ブル	bull	B_UH1_L
ブルー	blue	B_L_UW1
ブルース	blues	B_L_UW1_Z
ブルーズ	blues	B_L_UW1_Z
ブルーバード	bluebird	B_L_UW1_B_ER2_D
ブルーベリー	blueberry	B_L_UW1_B_EH2_R_IY0
ブルーベリィ	blueberry	B_L_UW1_B_EH2_R_IY0
ブルジョワジー	bourgeoisie	B_UH2_R_ZH_W_AA2_Z_IY1
ブルジョアジー	bourgeoisie	B_UH2_R_ZH_W_AA2_Z_IY1
ブルドーザー	bulldozer	B_UH1_L_D_OW2_Z_ER0
ブルドッグ	bulldog	B_UH1_L_D_AO2_G
ブルドック	bulldog	B_UH1_L_D_AO2_G
ブルネット	brunette	B_R_UW0_N_EH1_T
ブルーネット	brunette	B_R_UW0_N_EH1_T
ブレーカー	breaker	B_R_EY1_K_ER0
ブレーカ	breaker	B_R_EY1_K_ER0
ブレーキ	brake	B_R_EY1_K
ブレイクダウン	breakdown	B_R_EY1_K_D_AW2_N
ブレークダウン	breakdown	B_R_EY1_K_D_AW2_N
ブレード	blade	B_L_EY1_D
ブレイド	blade	B_L_EY1_D
ブレーン	brains	B_R_EY1_N_Z
ブレイン	brains	B_R_EY1_N_Z
ブレーンストーミング	brainstorming	B_R_EY1_N_S_T_AO2_R_M_IH0_NG
ブレインストーミング	brainstorming	B_R_EY1_N_S_T_AO2_R_M_IH0_NG
ブレイク	break	B_R_EY1_K
ブレーク	break	B_R_EY1_K
ブレザー	blazer	B_L_EY1_Z_ER0
ブレスト	breast	B_R_EH1_S_T
ブレスレット	bracelet	B_R_EY1_S_L_AH0_T
プレゼンテーション	presentation	P_R_EH2_Z_AH0_N_T_EY1_SH_AH0_N
ブレッド	bread	B_R_EH1_D
ブレンド	blend	B_L_EH1_N_D
ブローカー	broker	B_R_OW1_K_ER0
ブローカ	broker	B_R_OW1_K_ER0
ブロークン	broken	B_R_OW1_K_AH0_N
ブローチ	brooch	B_R_UW1_CH
ブロードキャスト	broadcast	B_R_AO1_D_K_AE2_S_T
ブロイラー	broiler	B_R_OY1_L_ER0
ブロケード	brocade	B_R_OW0_K_EY1_D
ブロッカー	blocker	B_L_AA1_K_ER0
ブロッキング	blocking	B_L_AA1_K_IH0_NG
ブロック	blocking	B_L_AA1_K_IH0_NG
ブロックバスター	blockbuster	B_L_AA1_K_B_AH2_S_T_ER0
ブロマイド	bromide	B_R_OW1_M_AY2_D
ブロンズ	bronze	B_R_AA1_N_Z
ブロンド	blonde	B_L_AA1_N_D
プーマ	puma	P_UW1_M_AH0
プール	pool	P_UW1_L
プア	poor	P_UW1_R
プアー	poor	P_UW1_R
プーア	poor	P_UW1_R
プッシー	pussy	P_UH1_S_IY0
プッシュ	push	P_UH1_SH
プッシング	pushing	P_UH1_SH_IH0_NG
プット	put	P_UH1_T
プディング	pudding	P_UH1_D_IH0_NG
プラーグ	prague	P_R_AA1_G
プライウッド	plywood	P_L_AY1_W_UH2_D
プライオリ	priori	P_R_AY0_AO1_R_AY2
プライオリティ	priority	P_R_AY0_AO1_R_AH0_T_IY0
プライオリティー	priority	P_R_AY0_AO1_R_AH0_T_IY0
プライス	price	P_R_AY1_S
プライド	pride	P_R_AY1_D
プライバシー	privacy	P_R_AY1_V_AH0_S_IY0
プライバシ	privacy	P_R_AY1_V_AH0_S_IY0
プライバシイ	privacy	P_R_AY1_V_AH0_S_IY0
プライヴァシー	privacy	P_R_AY1_V_AH0_S_IY0
プライベート	private	P_R_AY1_V_AH0_T
プライマリ	primary	P_R_AY1_M_EH2_R_IY0
プライマリー	primary	P_R_AY1_M_EH2_R_IY0
プラカード	placard	P_L_AE1_K_ER0_D
プラクティカル	practical	P_R_AE1_K_T_IH0_K_AH0_L
プラクティス	practice	P_R_AE1_K_T_IH0_S
プラグ	plug	P_L_AH1_G
プラグマティズム	pragmatism	P_R_AE1_G_M_AH0_T_IH2_Z_AH0_M
プラグマチズム	pragmatism	P_R_AE1_G_M_AH0_T_IH2_Z_AH0_M
プラザ	plaza	P_L_AA1_Z_AH0
プラーザ	plaza	P_L_AA1_Z_AH0
プラス	plus	P_L_AH1_S
プラスター	plaster	P_L_AE1_S_T_ER0
プラスタ	plaster	P_L_AE1_S_T_ER0
プラスターボード	plasterboard	P_L_AE1_S_T_ER0_B_AO2_R_D
プラスチック	plastic	P_L_AE1_S_T_IH0_K
プラスティック	plastic	P_L_AE1_S_T_IH0_K
プラッチック	plastic	P_L_AE1_S_T_IH0_K
プラチック	plastic	P_L_AE1_S_T_IH0_K
プラズマ	plasma	P_L_AE1_Z_M_AH0
プラセボ	placebo	P_L_AH0_S_IY1_B_OW0
プラシーボ	placebo	P_L_AH0_S_IY1_B_OW0
プラットホーム	platform	P_L_AE1_T_F_AO2_R_M
プラットフォーム	platform	P_L_AE1_T_F_AO2_R_M
プラトー	plateau	P_L_AE0_T_OW1
プラトニック	platonic	P_L_AH0_T_AA1_N_IH0_K
プラネタリウム	planetarium	P_L_AE2_N_AH0_T_EH1_R_IY0_AH0_M
プラハ	prague	P_R_AA1_G
プラム	plum	P_L_AH1_M
プラン	plan	P_L_AE1_N
プランクトン	plankton	P_L_AE1_NG_K_T_AH0_N
プランター	planter	P_L_AE1_N_T_ER0
プランテーション	plantation	P_L_AE2_N_T_EY1_SH_AH0_N
プラント	plant	P_L_AE1_N_T
プランナー	planner	P_L_AE1_N_ER0
プランニング	planning	P_L_AE1_N_IH0_NG
プリーツ	pleat	P_L_IY1_T
プリズム	prism	P_R_IH1_Z_AH0_M
プリセット	preset	P_R_IY0_S_EH1_T
プリティ	pretty	P_R_IH1_T_IY0
プリティー	pretty	P_R_IH1_T_IY0
プリファレンス	preference	P_R_EH1_F_ER0_AH0_N_S
プリフィクス	prefix	P_R_IY1_F_IH0_K_S
プリミティブ	primitive	P_R_IH1_M_AH0_T_IH0_V
プリミチブ	primitive	P_R_IH1_M_AH0_T_IH0_V
プリミティヴ	primitive	P_R_IH1_M_AH0_T_IH0_V
プリン	pudding	P_UH1_D_IH0_NG
プリンシプル	principle	P_R_IH1_N_S_AH0_P_AH0_L
プリンス	prince	P_R_IH1_N_S
プリンセス	princess	P_R_IH1_N_S_EH0_S
プリンタ	printer	P_R_IH1_N_T_ER0
プリンター	printer	P_R_IH1_N_T_ER0
プリント	print	P_R_IH1_N_T
プリントアウト	printout	P_R_IH1_N_T_AW2_T
プル	pull	P_UH1_L
プルートー	pluto	P_L_UW1_T_OW0
プルーフ	proof	P_R_UW1_F
プルトニウム	plutonium	P_L_UW0_T_OW1_N_IY0_AH0_M
プレイ	play	P_L_EY1
プレー	play	P_L_EY1
プレース	place	P_L_EY1_S
プレイス	place	P_L_EY1_S
プレート	plate	P_L_EY1_T
プレーバック	playback	P_L_EY1_B_AE2_K
プレイヤー	player	P_L_EY1_ER0
プレーヤー	player	P_L_EY1_ER0
プレイヤ	player	P_L_EY1_ER0
プレーヤ	player	P_L_EY1_ER0
プレーン	plain	P_L_EY1_N
プレイン	plain	P_L_EY1_N
プレイグラウンド	playground	P_L_EY1_G_R_AW2_N_D
プレーグラウンド	playground	P_L_EY1_G_R_AW2_N_D
プレイグランド	playground	P_L_EY1_G_R_AW2_N_D
プレーグランド	playground	P_L_EY1_G_R_AW2_N_D
プレイボーイ	playboy	P_L_EY1_B_OY2
プレーボーイ	playboy	P_L_EY1_B_OY2
プレグレッシブ	progressive	P_R_AH0_G_R_EH1_S_IH0_V
プレシャス	precious	P_R_EH1_SH_AH0_S
プレジデント	president	P_R_EH1_Z_IH0_D_AH0_N_T
プレズィデント	president	P_R_EH1_Z_IH0_D_AH0_N_T
プレス	pressing	P_R_EH1_S_IH0_NG
プレスクール	preschool	P_R_IY0_S_K_UW1_L
プレスト	presto	P_R_EH1_S_T_OW2
プレゼント	present	P_R_EH1_Z_AH0_N_T
プレッシャー	pressure	P_R_EH1_SH_ER0
プレッピー	preppie	P_R_EH1_P_IY0
プレトリア	pretoria	P_R_IY0_T_AO1_R_IY0_AH0
プレハブ	prefab	P_R_IY1_F_AE1_B
プレビュー	preview	P_R_IY1_V_Y_UW2
プレフィクス	prefix	P_R_IY1_F_IH0_K_S
プレミア	premium	P_R_IY1_M_IY0_AH0_M
プレミアム	premium	P_R_IY1_M_IY0_AH0_M
プレリュード	prelude	P_R_EY1_L_UW2_D
プロ	professional	P_R_AH0_F_EH1_SH_AH0_N_AH0_L
プローブ	probe	P_R_OW1_B
プログラマー	programmer	P_R_OW1_G_R_AE2_M_ER0
プログラマ	programmer	P_R_OW1_G_R_AE2_M_ER0
プログラミング	programming	P_R_OW1_G_R_AE2_M_IH0_NG
プログラム	program	P_R_OW1_G_R_AE2_M
プログレス	progress	P_R_AA1_G_R_EH2_S
プログレッシブ	progressive	P_R_AH0_G_R_EH1_S_IH0_V
プロシージャ	procedure	P_R_AH0_S_IY1_JH_ER0
プロシージャー	procedure	P_R_AH0_S_IY1_JH_ER0
プロシジャ	procedure	P_R_AH0_S_IY1_JH_ER0
プロシーズ	proceeds	P_R_AH0_S_IY1_D_Z
プロジェクター	projector	P_R_AA0_JH_EH1_K_T_ER0
プロジェクタ	projector	P_R_AA0_JH_EH1_K_T_ER0
プロジェクト	project	P_R_AA1_JH_EH0_K_T
プロジェステロン	progesterone	P_R_OW0_JH_EH1_S_T_ER0_OW2_N
プロゲステロン	progesterone	P_R_OW0_JH_EH1_S_T_ER0_OW2_N
プロシーディング	proceeding	P_R_OW0_S_IY1_D_IH0_NG
プロスィーディング	proceeding	P_R_OW0_S_IY1_D_IH0_NG
プロシーデング	proceeding	P_R_OW0_S_IY1_D_IH0_NG
プロスタグランディン	prostaglandin	P_R_OW0_S_T_AE0_G_L_AE1_N_D_IH0_N
プロスティテュート	prostitute	P_R_AA1_S_T_AH0_T_UW2_T
プロセシング	processing	P_R_AA1_S_EH0_S_IH0_NG
プロセス	process	P_R_AA1_S_EH2_S
プロセッサー	processor	P_R_AA1_S_EH2_S_ER0
プロセッサ	processor	P_R_AA1_S_EH2_S_ER0
プロセッシング	processing	P_R_AA1_S_EH0_S_IH0_NG
プロダクション	production	P_R_AH0_D_AH1_K_SH_AH0_N
プロダクツ	products	P_R_AA1_D_AH0_K_T_S
プロダクト	product	P_R_AA1_D_AH0_K_T
プロッタ	plotter	P_L_AA1_T_ER0
プロッター	plotter	P_L_AA1_T_ER0
プロット	plot	P_L_AA1_T
プロテイン	protein	P_R_OW1_T_IY2_N
プロテクション	protection	P_R_AH0_T_EH1_K_SH_AH0_N
プロテクター	protector	P_R_AH0_T_EH1_K_T_ER0
プロテクテッド	protected	P_R_AH0_T_EH1_K_T_IH0_D
プロテクト	protect	P_R_AH0_T_EH1_K_T
プロテスタンティズム	protestantism	P_R_AA1_T_AH0_S_T_AH0_N_T_IH2_Z_AH0_M
プロテスタント	protestant	P_R_AA1_T_AH0_S_T_AH0_N_T
プロテスト	protest	P_R_OW1_T_EH2_S_T
プロデューサー	producer	P_R_AH0_D_UW1_S_ER0
プロデューサ	producer	P_R_AH0_D_UW1_S_ER0
プロデュサー	producer	P_R_AH0_D_UW1_S_ER0
プロトコル	protocol	P_R_OW1_T_AH0_K_AA2_L
プロトコール	protocol	P_R_OW1_T_AH0_K_AA2_L
プロトタイピング	prototyping	P_R_OW1_T_OW0_T_AY2_P_IH0_NG
プロトタイプ	prototype	P_R_OW1_T_OW0_T_AY2_P
プロトン	proton	P_R_OW1_T_AA2_N
プロバビリティー	probability	P_R_AA2_B_AH0_B_IH1_L_AH0_T_IY2
プロバビリティ	probability	P_R_AA2_B_AH0_B_IH1_L_AH0_T_IY2
プロパー	proper	P_R_AA1_P_ER0
プロパガンダ	propaganda	P_R_AA2_P_AH0_G_AE1_N_D_AH0
プロパゲーション	propagation	P_R_AA2_P_AH0_G_EY1_SH_AH0_N
プロパティ	property	P_R_AA1_P_ER0_T_IY0
プロパティー	property	P_R_AA1_P_ER0_T_IY0
プロパン	propane	P_R_OW1_P_EY2_N
プロピレン	propylene	P_R_OW0_P_AH0_L_IY1_N
プロフィール	profile	P_R_OW1_F_AY2_L
プロフィル	profile	P_R_OW1_F_AY2_L
プロフィット	profit	P_R_AA1_F_AH0_T
プロフェッサー	professor	P_R_AH0_F_EH1_S_ER0
プロフェッショナル	professional	P_R_AH0_F_EH1_SH_AH0_N_AH0_L
プロポーザル	proposal	P_R_AH0_P_OW1_Z_AH0_L
プロポーション	proportions	P_R_AH0_P_AO1_R_SH_AH0_N_Z
プロポーズ	proposal	P_R_AH0_P_OW1_Z_AH0_L
プロミネンス	prominence	P_R_AA1_M_AH0_N_AH0_N_S
プロムナード	promenade	P_R_AA2_M_AH0_N_EY1_D
プロメチウム	promethium	P_R_AH0_M_IY1_TH_IY2_AH0_M
プロメテウス	prometheus	P_R_AH0_M_IY1_TH_IY2_AH0_S
プロモーション	promotion	P_R_AH0_M_OW1_SH_AH0_N
プロモーター	promoter	P_R_AH0_M_OW1_T_ER0
プロモート	promote	P_R_AH0_M_OW1_T
プロモウト	promote	P_R_AH0_M_OW1_T
プロローグ	prologue	P_R_OW1_L_AA0_G
プロログ	prologue	P_R_OW1_L_AA0_G
プロンプター	teleprompter	T_EH1_L_AH0_P_R_AA2_M_P_T_ER0
プロンプト	prompt	P_R_AA1_M_P_T
ベーカリー	bakery	B_EY1_K_ER0_IY0
ベーコン	bacon	B_EY1_K_AH0_N
ベーシスト	bassist	B_EY1_S_IH0_S_T
ベーシック	basic	B_EY1_S_IH0_K
ベイシック	basic	B_EY1_S_IH0_K
ベージュ	beige	B_EY1_ZH
ベース	base	B_EY1_S
ベイス	base	B_EY1_S
ベースメント	basement	B_EY1_S_M_AH0_N_T
ベートーヴェン	beethoven	B_EY1_T_OW0_V_AH0_N
ベートーベン	beethoven	B_EY1_T_OW0_V_AH0_N
ヴェートーベン	beethoven	B_EY1_T_OW0_V_AH0_N
ベール	veil	V_EY1_L
ヴェール	veil	V_EY1_L
ベアリング	bearing	B_EH1_R_IH0_NG
ベイジアン	bayesian	B_EY1_ZH_IH0_N
ベイズ	bayesian	B_EY1_ZH_IH0_N
ベイリウム	valium	V_AE1_L_IY2_AH0_M
ベイルート	beirut	B_EY0_R_UW1_T
ベイルアウト	bailout	B_EY1_L_AW2_T
ベオグラード	belgrade	B_EH1_L_G_R_EY0_D
ベガ	vega	V_EY1_G_AH0
ヴェガ	vega	V_EY1_G_AH0
ベクター	vector	V_EH1_K_T_ER0
ベクタ	vector	V_EH1_K_T_ER0
ベジタブル	vegetable	V_EH1_JH_T_AH0_B_AH0_L
ベジタリアン	vegetarian	V_EH2_JH_AH0_T_EH1_R_IY2_AH0_N
ヴェジタリアン	vegetarian	V_EH2_JH_AH0_T_EH1_R_IY2_AH0_N
ベスト	best	B_EH1_S_T
ヴェスト	best	B_EH1_S_T
ベタ	betta	B_EH1_T_AH0
ベター	better	B_EH1_T_ER0
ベット	bet	B_EH1_T
ベッド	bed	B_EH1_D
ベッドルーム	bedroom	B_EH1_D_R_UW2_M
ベドウィン	bedouin	B_EH1_D_OW0_AH0_N
ベネフィット	benefit	B_EH1_N_AH0_F_IH0_T
ベビー	baby	B_EY1_B_IY0
ベイビー	baby	B_EY1_B_IY0
ベビ	baby	B_EY1_B_IY0
ベイビ	baby	B_EY1_B_IY0
ベービー	baby	B_EY1_B_IY0
ベービ	baby	B_EY1_B_IY0
ベランダ	balcony	B_AE1_L_K_AH0_N_IY0
ベランダー	balcony	B_AE1_L_K_AH0_N_IY0
ベリファイ	verify	V_EH1_R_AH0_F_AY2
ベリューム	volume	V_AA1_L_Y_UW0_M
ベリリウム	beryllium	B_ER0_IH1_L_IY0_AH0_M
ベル	bell	B_EH1_L
ベルト	belt	B_EH1_L_T
ベルファスト	belfast	B_EH1_L_F_AE2_S_T
ベルベット	velvet	V_EH1_L_V_AH0_T
ヴェルヴェット	velvet	V_EH1_L_V_AH0_T
ベルボーイ	bellboy	B_EH1_L_B_OY2
ベルモット	vermouth	V_ER0_M_UW1_TH
ヴェルモット	vermouth	V_ER0_M_UW1_TH
ベンゼン	benzene	B_EH0_N_Z_IY1_N
ベンダー	vendor	V_EH1_N_D_ER0
ベンダ	vendor	V_EH1_N_D_ER0
ベンチ	bench	B_EH1_N_CH
ベンチマーク	benchmark	B_EH1_N_CH_M_AA2_R_K
ベンチャー	venture	V_EH1_N_CH_ER0
ベンチャ	venture	V_EH1_N_CH_ER0
ヴェンチャー	venture	V_EH1_N_CH_ER0
ベンチレーター	ventilator	V_EH1_N_T_IH0_L_EY2_T_ER0
ベンツ	vent	V_EH1_N_T
ベンディング	bending	B_EH1_N_D_IH0_NG
ホーア	whore	HH_AO1_R
ホアー	whore	HH_AO1_R
ホースパワー	horsepower	HH_AO1_R_S_P_AW2_ER0
ホースラディッシュ	horseradish	HH_AO1_R_S_R_AE2_D_IH0_SH
ホープ	hope	HH_OW1_P
ホーマー	homer	HH_OW1_M_ER0
ホーミング	homing	HH_OW1_M_IH0_NG
ホーム	platform	P_L_AE1_T_F_AO2_R_M
ホームシック	homesickness	HH_OW1_M_S_IH2_K_N_AH0_S
ホームストレッチ	homestretch	HH_OW1_M_S_T_R_EH2_CH
ホームスパン	homespun	HH_OW1_M_S_P_AH2_N
ホームメーカー	homemaker	HH_OW1_M_M_EY2_K_ER0
ホームメード	homemade	HH_OW1_M_M_EY1_D
ホームメイド	homemade	HH_OW1_M_M_EY1_D
ホームワーク	homework	HH_OW1_M_W_ER2_K
ホール	hall	HH_AO1_L
ホールディング	holding	HH_OW1_L_D_IH0_NG
ホールド	hold	HH_OW1_L_D
ホーン	horn	HH_AO1_R_N
ホイール	wheel	W_IY1_L
ホイル	wheel	W_IY1_L
ホイッスル	whistle	W_IH1_S_AH0_L
ホイップ	whip	W_IH1_P
ホイル	foil	F_OY1_L
ホステス	hostess	HH_OW1_S_T_AH0_S
ホステル	hostel	HH_AA1_S_T_AH0_L
ホスト	host	HH_OW1_S_T
ホスピス	hospice	HH_AA1_S_P_AH0_S
ホスピタリティー	hospitality	HH_AA2_S_P_AH0_T_AE1_L_AH0_T_IY0
ホスピタリティ	hospitality	HH_AA2_S_P_AH0_T_AE1_L_AH0_T_IY0
ホスピタル	hospital	HH_AA1_S_P_IH2_T_AH0_L
ホッチキス	stapler	S_T_EY1_P_AH0_L_ER0
ホチキス	stapler	S_T_EY1_P_AH0_L_ER0
ホック	hook	HH_UH1_K
ホッケー	hockey	HH_AA1_K_IY0
ホット	hot	HH_AA1_T
ホットケーキ	hotcake	HH_AA1_T_K_EY2_K
ホッパー	hopper	HH_AA1_P_ER0
ホップ	hop	HH_AA1_P
ホテル	hotel	HH_OW0_T_EH1_L
ホノルル	honolulu	HH_AA2_N_AH0_L_UW1_L_UW0
ホビー	hobby	HH_AA1_B_IY0
ホモ	homo	HH_OW1_M_OW0
ホモゲナイズ	homogenize	HH_OW0_M_AA1_JH_AH0_N_AY2_Z
ホモジナイズ	homogenized	HH_OW0_M_AA1_JH_AH0_N_AY2_Z_D
ホモセクシャル	homosexual	HH_OW2_M_OW0_S_EH1_K_SH_UW0_AH0_L
ホモセクシュアル	homosexual	HH_OW2_M_OW0_S_EH1_K_SH_UW0_AH0_L
ホラー	horror	HH_AO1_R_ER0
ホリデー	holiday	HH_AA1_L_AH0_D_EY2
ホリデイ	holiday	HH_AA1_L_AH0_D_EY2
ホリディ	holiday	HH_AA1_L_AH0_D_EY2
ホルスター	holster	HH_OW1_L_S_T_ER0
ホルスタイン	holstein	HH_OW1_L_S_T_IY2_N
ホルダー	holder	HH_OW1_L_D_ER0
ホールダー	holder	HH_OW1_L_D_ER0
ホルマント	formant	F_AO1_R_M_AH0_N_T
ホルミウム	holmium	HH_OW1_L_M_IY0_AH0_M
ホルン	horn	HH_AO1_R_N
ホログラフィック	holographic	HH_AO2_L_OW0_G_R_AE1_F_IH0_K
ホログラム	hologram	HH_AO1_L_OW0_G_R_AE2_M
ホロコースト	holocaust	HH_AO1_L_AH0_K_AO2_S_T
ホロスコープ	horoscope	HH_AO1_R_AH0_S_K_OW2_P
ホワイト	white	W_AY1_T
ホワイド	white	W_AY1_T
ホンジェラス	honduras	HH_AA0_N_D_UH1_R_AH0_S
ホンジュラス	honduras	HH_AA0_N_D_UH1_R_AH0_S
ボー	bow	B_AW1
ボウ	bow	B_AW1
ボーイ	boy	B_OY1
ボーイッシュ	boyish	B_OY1_IH0_SH
ボーイフレンド	boyfriend	B_OY1_F_R_EH2_N_D
ボーイング	bowing	B_OW1_IH0_NG
ボウイング	bowing	B_OW1_IH0_NG
ボーカリスト	vocalist	V_OW1_K_AH0_L_IH0_S_T
ヴォーカリスト	vocalist	V_OW1_K_AH0_L_IH0_S_T
ボーカル	vocal	V_OW1_K_AH0_L
ヴォーカル	vocal	V_OW1_K_AH0_L
ボーキサイト	bauxite	B_AO1_K_S_AY0_T
ボーザイト	bauxite	B_AO1_K_S_AY0_T
ボーク	balk	B_AO1_K
ボーグ	vogue	V_OW1_G
ボースン	boatswain	B_OW1_T_S_W_EY0_N
ボーダー	border	B_AO1_R_D_ER0
ボート	boat	B_OW1_T
ボード	board	B_AO1_R_D
ボードビリアン	vaudevillian	V_AA0_D_V_IH1_L_Y_AH0_N
ボードビル	vaudeville	V_AA1_D_V_IH0_L
ボーナス	bonus	B_OW1_N_AH0_S
ボナス	bonus	B_OW1_N_AH0_S
ボウリング	bowling	B_OW1_L_IH0_NG
ボーリング	bowling	B_OW1_L_IH0_NG
ボール	ball	B_AO1_L
ボールド	bold	B_OW1_L_D
ボーン	bone	B_OW1_N
ボア	boa	B_OW1_AH0
ボイコット	boycott	B_OY1_K_AA2_T
ボイジャー	voyager	V_OY1_AH0_JH_ER0
ボイエジャ	voyager	V_OY1_AH0_JH_ER0
ボイス	voice	V_OY1_S
ボヤール	boyar	B_OW0_Y_AA1_R
ボイラー	boiler	B_OY1_L_ER0
ボイラ	boiler	B_OY1_L_ER0
ボウラー	bowler	B_OW1_L_ER0
ボウル	bowl	B_OW1_L
ボキャブラリー	vocabulary	V_OW0_K_AE1_B_Y_AH0_L_EH2_R_IY0
ボギー	bogey	B_OW1_G_IY0
ボキー	bogey	B_OW1_G_IY0
ボクサー	boxer	B_AA1_K_S_ER0
ボクシング	boxing	B_AA1_K_S_IH0_NG
ボス	boss	B_AA1_S
ボストン	boston	B_AA1_S_T_AH0_N
ボスニア	bosnia	B_AA1_Z_N_IY0_AH0
ボタンホール	buttonhole	B_AH1_T_AH0_N_HH_OW2_L
ボックス	box	B_AA1_K_S
ボツワナ	botswana	B_AA0_T_S_W_AA1_N_AH0
ボディー	body	B_AA1_D_IY0
ボディ	body	B_AA1_D_IY0
ボデー	body	B_AA1_D_IY0
バディー	body	B_AA1_D_IY0
バディ	body	B_AA1_D_IY0
ボトム	bottom	B_AA1_T_AH0_M
ボトムレス	bottomless	B_AA1_T_AH0_M_L_AH0_S
ボトル	bottle	B_AA1_T_AH0_L
ボトルネック	bottleneck	B_AA1_T_AH0_L_N_EH2_K
ボブ	bob	B_AA1_B
ボッブ	bob	B_AA1_B
ボム	bomb	B_AA1_M
ボランティア	volunteer	V_AA2_L_AH0_N_T_IH1_R
ボランテァ	volunteer	V_AA2_L_AH0_N_T_IH1_R
バランティア	volunteer	V_AA2_L_AH0_N_T_IH1_R
ボリューム	volume	V_AA1_L_Y_UW0_M
ボルダー	boulder	B_OW1_L_D_ER0
ボールダー	boulder	B_OW1_L_D_ER0
ボルテージ	voltage	V_OW1_L_T_AH0_JH
ボルテイジ	voltage	V_OW1_L_T_AH0_JH
ボルト	volt	V_OW1_L_T
ヴォルト	volt	V_OW1_L_T
ボレー	volley	V_AA1_L_IY0
ボレロ	bolero	B_OW0_L_EH1_R_OW0
ボロン	boron	B_AO1_R_AA2_N
ボンゴ	bongo	B_AA1_NG_G_OW2
ボンディング	bonding	B_AA1_N_D_IH0_NG
ボンド	bond	B_AA1_N_D
ボンネット	bonnet	B_AA1_N_AH0_T
ポーカー	poker	P_OW1_K_ER0
ポーク	pork	P_AO1_R_K
ポーセリン	porcelain	P_AO1_R_S_AH0_L_AH0_N
ポーセレン	porcelain	P_AO1_R_S_AH0_L_AH0_N
ポースレン	porcelain	P_AO1_R_S_AH0_L_AH0_N
ポーズ	pose	P_OW1_Z
ポース	pose	P_OW1_Z
ポーター	porter	P_AO1_R_T_ER0
ポータビリティ	portability	P_AO2_R_T_AH0_B_IH1_L_IH0_T_IY0
ポータビリティー	portability	P_AO2_R_T_AH0_B_IH1_L_IH0_T_IY0
ポータブル	portable	P_AO1_R_T_AH0_B_AH0_L
ポーチ	porch	P_AO1_R_CH
パウチ	porch	P_AO1_R_CH
ポート	port	P_AO1_R_T
ポートフォリオ	portfolio	P_AO0_R_T_F_OW1_L_IY0_OW2
ポーラー	polar	P_OW1_L_ER0
ポーラ	polar	P_OW1_L_ER0
ポーラル	polar	P_OW1_L_ER0
ポーリング	polling	P_OW1_L_IH0_NG
ポール	pole	P_OW1_L
ポル	pole	P_OW1_L
ポア	death	D_EH1_TH
ポイズン	poison	P_OY1_Z_AH0_N
ポインタ	pointer	P_OY1_N_T_ER0
ポインター	pointer	P_OY1_N_T_ER0
ポインティング	pointing	P_OY1_N_T_IH0_NG
ポイント	point	P_OY1_N_T
ポエティカル	poetical	P_OW0_EH1_T_IH0_K_AH0_L
ポエティック	poetic	P_OW0_EH1_T_IH0_K
ポエトリー	poetry	P_OW1_AH0_T_R_IY0
ポエム	poem	P_OW1_AH0_M
ポケット	pocket	P_AA1_K_AH0_T
ポシビリティー	possibility	P_AA2_S_AH0_B_IH1_L_AH0_T_IY2
ポジ	positive	P_AA1_Z_AH0_T_IH0_V
ポジショニング	positioning	P_AH0_Z_IH1_SH_AH0_N_IH0_NG
ポジション	position	P_AH0_Z_IH1_SH_AH0_N
ポジティブ	positive	P_AA1_Z_AH0_T_IH0_V
ポジティヴ	positive	P_AA1_Z_AH0_T_IH0_V
ポジトロン	positron	P_AA1_Z_AH0_T_R_AA2_N
ポスター	poster	P_OW1_S_T_ER0
