アードバーク	aardvark	AA1_R_D_V_AA2_R_K
リシン	lysine	L_AY1_S_IY0_N
リジン	lysine	L_AY1_S_IY0_N
リゾール	lysol	L_AY1_S_AO2_L
エムエスドス	m|s|dos	EH1_M|EH1_S|D_AO1_S
マカダム	macadam	M_AH0_K_AE1_D_AH0_M
マカダムローラー	macadam|roller	M_AH0_K_AE1_D_AH0_M|R_OW1_L_ER0
マカダミア	macadamia	M_AE2_K_AH0_D_EY1_M_IY0_AH0
マカダミアナッツ	macadamia|nuts	M_AE2_K_AH0_D_EY1_M_IY0_AH0|N_AH1_T_S
マカロニ	macaroni	M_AE2_K_ER0_OW1_N_IY0
メース	mace	M_EY1_S
メイス	mace	M_EY1_S
マケドニア	macedonia	M_AE2_S_AH0_D_OW1_N_IY0_AH0
マッハ	mach	M_AA1_K
マーシュ	mache	M_AE1_CH
マシェット	machete	M_AH0_SH_EH1_T_IY2
マシェティ	machete	M_AH0_SH_EH1_T_IY2
マチェーテ	machete	M_AH0_SH_EH1_T_IY2
マチェット	machete	M_AH0_SH_EH1_T_IY2
マチェテ	machete	M_AH0_SH_EH1_T_IY2
マキアヴェリスト	machiavellist	M_AA2_K_IY0_AH0_V_EH1_L_IY0_S_T
マキアベリスト	machiavellist	M_AA2_K_IY0_AH0_V_EH1_L_IY0_S_T
マキャベリスト	machiavellist	M_AA2_K_IY0_AH0_V_EH1_L_IY0_S_T
マシーン	machine	M_AH0_SH_IY1_N
マシン	machine	M_AH0_SH_IY1_N
マシーンガン	machine|gun	M_AH0_SH_IY1_N|G_AH1_N
マシンガン	machine|gun	M_AH0_SH_IY1_N|G_AH1_N
マシンライク	machine|like	M_AH0_SH_IY1_N|L_AY1_K
マシンルーム	machine|room	M_AH0_SH_IY1_N|R_UW1_M
マシンビジョン	machine|vision	M_AH0_SH_IY1_N|V_IH1_ZH_AH0_N
マシーナリ	machinery	M_AH0_SH_IY1_N_ER0_IY0
マシーナリー	machinery	M_AH0_SH_IY1_N_ER0_IY0
マチスモ	machismo	M_AH0_CH_IH1_Z_M_OW0
マチズモ	machismo	M_AH0_CH_IH1_Z_M_OW0
マッチョ	macho	M_AA1_CH_OW0
マッキントッシュ	macintosh	M_AE1_K_AH0_N_T_AO2_SH
マクラメ	macrame	M_AE1_K_R_AH0_M_EY2
マクロ	macro	M_AE1_K_R_OW0
マクロプロセッサ	macro|processor	M_AE1_K_R_OW0|P_R_AA1_S_EH2_S_ER0
マクロファージ	macrophage	M_AE1_K_R_OW0_F_EY2_JH
マダム	madame	M_AE1_D_AH0_M
マデイラ	madeira	M_AH0_D_IH1_R_AH0
マドレーヌ	madeleine	M_AE2_D_AH0_L_EH1_N
マドモアゼル	mademoiselle	M_AE2_D_AH0_M_AH0_Z_EH1_L
マドンナ	madonna	M_AH0_D_AA1_N_AH0
マドラス	madras	M_AE1_D_R_AH0_S
マドリガル	madrigal	M_AE1_D_R_AH0_G_AH0_L
マエストロ	maestro	M_AY1_S_T_R_OW0
マフィア	mafia	M_AA1_F_IY0_AH0
マガジン	magazine	M_AE1_G_AH0_Z_IY2_N
マゼラン	magellan	M_AH0_JH_EH1_L_AH0_N
マジェンタ	magenta	M_AH0_JH_EH1_N_T_AH0
マゼンタ	magenta	M_AH0_JH_EH1_N_T_AH0
マジック	magic	M_AE1_JH_IH0_K
マジックアイ	magic|eye	M_AE1_JH_IH0_K|AY1
マジカル	magical	M_AE1_JH_IH0_K_AH0_L
マジコウ	magical	M_AE1_JH_IH0_K_AH0_L
マジシャン	magician	M_AH0_JH_IH1_SH_AH0_N
マグマ	magma	M_AE1_G_M_AH0
マグネシア	magnesia	M_AE0_G_N_IY1_ZH_AH0
マグネシヤ	magnesia	M_AE0_G_N_IY1_ZH_AH0
マグネサイト	magnesite	M_AE1_G_N_AH0_S_AY2_T
マグネシウム	magnesium	M_AE0_G_N_IY1_Z_IY0_AH0_M
マグネット	magnet	M_AE1_G_N_AH0_T
マグネットバイク	magnet|bike	M_AE1_G_N_AH0_T|B_AY1_K
マグネチック	magnetic	M_AE0_G_N_EH1_T_IH0_K
マグネティック	magnetic	M_AE0_G_N_EH1_T_IH0_K
マグネタイト	magnetite	M_AE1_G_N_AH0_T_AY2_T
マグネトロン	magnetron	M_AE1_G_N_AH0_T_R_AA2_N
マグニチュード	magnitude	M_AE1_G_N_AH0_T_UW2_D
マグノリア	magnolia	M_AE0_G_N_OW1_L_Y_AH0
マグナム	magnum	M_AE1_G_N_AH0_M
マハーラージャ	maharaja	M_AA2_HH_ER0_AA1_ZH_AH2
マハラージャ	maharaja	M_AA2_HH_ER0_AA1_ZH_AH2
マハラジャ	maharaja	M_AA2_HH_ER0_AA1_ZH_AH2
マハトマ	mahatma	M_AH0_HH_AA1_T_M_AH0
マホガニー	mahogany	M_AH0_HH_AA1_G_AH0_N_IY0
メード	maid	M_EY1_D
メイド	maid	M_EY1_D
メールマガジン	mail|magazine	M_EY1_L|M_AE1_G_AH0_Z_IY2_N
メールリーダー	mail|reader	M_EY1_L|R_IY1_D_ER0
メールシステム	mail|system	M_EY1_L|S_IH1_S_T_AH0_M
メイルボックス	mailbox	M_EY1_L_B_AA2_K_S
メーラ	mailer	M_EY1_L_ER0
メイラ	mailer	M_EY1_L_ER0
メイラー	mailer	M_EY1_L_ER0
メーリング	mailing	M_EY1_L_IH0_NG
メイリング	mailing	M_EY1_L_IH0_NG
メーン	main	M_EY1_N
メイン	main	M_EY1_N
メイン	maine	M_EY1_N
メーンフレーム	mainframe	M_EY1_N_F_R_EY2_M
メインフレーム	mainframe	M_EY1_N_F_R_EY2_M
メインストリーム	mainstream	M_EY1_N_S_T_R_IY2_M
メインテナンス	maintenance	M_EY1_N_T_AH0_N_AH0_N_S
メンテナンス	maintenance	M_EY1_N_T_AH0_N_AH0_N_S
メゾン	maison	M_EY1_Z_AH0_N
メイズ	maize	M_EY1_Z
マジョリカ	majolica	M_AH0_JH_AO1_L_AH0_K_AH0
マジリカ	majolica	M_AH0_JH_AO1_L_AH0_K_AH0
メージャー	major	M_EY1_JH_ER0
メイジャー	major	M_EY1_JH_ER0
メジャー	major	M_EY1_JH_ER0
メジャードゥーモ	majordomo	M_EY2_JH_ER0_D_OW1_M_OW0
マジョリティー	majority	M_AH0_JH_AO1_R_AH0_T_IY0
メーク	make	M_EY1_K
メイク	make	M_EY1_K
メイクセンス	make|sense	M_EY1_K|S_EH1_N_S
メーキャップ	make|up	M_EY1_K|AH1_P
メークアップ	make|up	M_EY1_K|AH1_P
メイキャップ	make|up	M_EY1_K|AH1_P
メイクアップ	make|up	M_EY1_K|AH1_P
メーカ	maker	M_EY1_K_ER0
メーカー	maker	M_EY1_K_ER0
メーキング	making	M_EY1_K_IH0_NG
メイキング	making	M_EY1_K_IH0_NG
マラガ	malaga	M_AE1_L_AH0_G_AH0
マラリア	malaria	M_AH0_L_EH1_R_IY0_AH0
マラチオン	malathion	M_AH0_L_AE1_TH_IY0_AO0_N
マラウイ	malawi	M_AH0_L_AA1_W_IY0
マレイ	malay	M_EY1_L_EY0
マリ	mali	M_AA1_L_IY0
マロー	mallow	M_AE1_L_OW0
マロウ	mallow	M_AE1_L_OW0
モルト	malt	M_AO1_L_T
マルタ	malta	M_AO1_L_T_AH0
マルターゼ	maltase	M_AO1_L_T_EY2_S
マルチーズ	maltese	M_AO0_L_T_IY1_Z
マルトース	maltose	M_AO1_L_T_OW0_S
マルウェア	malware	M_AE1_L_W_EH2_R
マルウエア	malware	M_AE1_L_W_EH2_R
ママ	mama	M_AA1_M_AH0
マンバ	mamba	M_AA1_M_B_AH0
マンボ	mambo	M_AA1_M_B_OW0
マンモグラフィー	mammography	M_AH0_M_AA1_G_R_AH0_F_IY0
マンモス	mammoth	M_AE1_M_AH0_TH
マン	man	M_AE1_N
マンアワー	man|hour	M_AE1_N|AW1_ER0
マンツーマン	man|to|man	M_AE1_N|T_UW1|M_AE1_N
マネージ	manage	M_AE1_N_AH0_JH
マネージメント	management	M_AE1_N_AH0_JH_M_AH0_N_T
マネジメント	management	M_AE1_N_AH0_JH_M_AH0_N_T
メネジメント	management	M_AE1_N_AH0_JH_M_AH0_N_T
マネージャ	manager	M_AE1_N_AH0_JH_ER0
マネージャー	manager	M_AE1_N_AH0_JH_ER0
マネジャー	manager	M_AE1_N_AH0_JH_ER0
マナグア	managua	M_AH0_N_AA1_G_W_AH0
マナーマ	manama	M_AE1_N_AH0_M_AH0
マナティー	manatee	M_AE1_N_AH0_T_IY2
マンチェスター	manchester	M_AE1_N_CH_EH2_S_T_ER0
マンダリン	mandarin	M_AE1_N_D_ER0_AH0_N
マンデート	mandate	M_AE1_N_D_EY2_T
マンドリン	mandolin	M_AE1_N_D_AH0_L_IH2_N
マンドレーク	mandrake	M_AE1_N_D_R_EY2_K
マンドレイク	mandrake	M_AE1_N_D_R_EY2_K
マンドリル	mandrill	M_AE1_N_D_R_IH0_L
マニューバー	maneuver	M_AH0_N_UW1_V_ER0
マヌーバー	maneuver	M_AH0_N_UW1_V_ER0
マンゴスチン	mangosteen	M_AE1_NG_G_OW0_S_T_IY2_N
マングローブ	mangrove	M_AE1_N_G_R_OW2_V
マンハッタン	manhattan	M_AE0_N_HH_AE1_T_AH0_N
マンホール	manhole	M_AE1_N_HH_OW2_L
マンハント	manhunt	M_AE1_N_HH_AH2_N_T
マニア	mania	M_EY1_N_IY0_AH0
マニヤ	mania	M_EY1_N_IY0_AH0
マニアック	maniac	M_EY1_N_IY0_AE2_K
マニキュア	manicure	M_AE1_N_IH0_K_Y_ER0
マニュキア	manicure	M_AE1_N_IH0_K_Y_ER0
マニュキュア	manicure	M_AE1_N_IH0_K_Y_ER0
マニフェスト	manifesto	M_AE2_N_AH0_F_EH1_S_T_OW2
マニュフェスト	manifesto	M_AE2_N_AH0_F_EH1_S_T_OW2
マニホールド	manifold	M_AE1_N_AH0_F_OW2_L_D
マニオク	manioc	M_AE1_N_IY0_AA2_K
マニピュレイト	manipulate	M_AH0_N_IH1_P_Y_AH0_L_EY2_T
マニピュレーション	manipulation	M_AH0_N_IH2_P_Y_AH0_L_EY1_SH_AH0_N
マニピュレータ	manipulator	M_AH0_N_IH1_P_Y_AH0_L_EY2_T_ER0
マニピュレーター	manipulator	M_AH0_N_IH1_P_Y_AH0_L_EY2_T_ER0
マニトバ	manitoba	M_AE2_N_IH0_T_OW1_B_AH0
マナ	manna	M_AE1_N_AH0
マンナ	manna	M_AE1_N_AH0
マヌカン	mannequin	M_AE1_N_AH0_K_IH0_N
マネキン	mannequin	M_AE1_N_AH0_K_IH0_N
マナー	manner	M_AE1_N_ER0_Z
マンネリズム	mannerism	M_AE1_N_ER0_IH2_Z_AH0_M
マンション	mansion	M_AE1_N_SH_AH0_N
マンタ	manta	M_AE1_N_T_AH0
マンテル	mantel	M_AE1_N_T_AH0_L
マンティラ	mantilla	M_AE0_N_T_IH1_L_AH0
マンティス	mantis	M_AE1_N_T_IH0_S
マントル	mantle	M_AE1_N_T_AH0_L
マントラ	mantra	M_AE1_N_T_R_AH0
マニアル	manual	M_AE1_N_Y_UW0_AH0_L
マニュアル	manual	M_AE1_N_Y_UW0_AH0_L
マニュファクチャー	manufacture	M_AE2_N_Y_AH0_F_AE1_K_CH_ER0
マニュファクチュア	manufacture	M_AE2_N_Y_AH0_F_AE1_K_CH_ER0
マニュファクチャラ	manufacturer	M_AE2_N_Y_AH0_F_AE1_K_CH_ER0_ER0
マニュファクチャラー	manufacturer	M_AE2_N_Y_AH0_F_AE1_K_CH_ER0_ER0
マニュファクチュラ	manufacturer	M_AE2_N_Y_AH0_F_AE1_K_CH_ER0_ER0
マニュファクチュラー	manufacturer	M_AE2_N_Y_AH0_F_AE1_K_CH_ER0_ER0
マニュファクチャリング	manufacturing	M_AE2_N_Y_AH0_F_AE1_K_CH_ER0_IH0_NG
マニュスクリプト	manuscript	M_AE1_N_Y_AH0_S_K_R_IH2_P_T
マオリ	maori	M_AW1_R_IY0
マップ	map	M_AE1_P
マッピ	mapi	M_AE1_P_IY0
メープル	maple	M_EY1_P_AH0_L
メイプル	maple	M_EY1_P_AH0_L
マッピング	mapping	M_AE1_P_IH0_NG
マプト	maputo	M_AH0_P_UW1_T_OW0
マキラドーラ	maquiladora	M_AE2_K_W_IH0_L_AE1_D_ER0_AH0
マーラ	mara	M_AA1_R_AH0
マラカス	maracas	M_AA2_R_AA1_K_AA0_Z
マラスキーノ	maraschino	M_AE2_R_AH0_S_K_IY1_N_OW0
マラスキノ	maraschino	M_AE2_R_AH0_S_K_IY1_N_OW0
マラソン	marathon	M_EH1_R_AH0_TH_AA2_N
マローダー	marauder	M_ER0_AO1_D_ER0
マーブル	marble	M_AA1_R_B_AH0_L
マーチ	march	M_AA1_R_CH
マーガリン	margarine	M_AA1_R_JH_ER0_AH0_N
マルガリータ	margarita	M_AA2_R_G_ER0_IY1_T_AH0
マージン	margin	M_AA1_R_JH_AH0_N
マージナル	marginal	M_AA1_R_JH_AH0_N_AH0_L
マーガレット	marguerite	M_AA2_R_G_ER0_IY1_T
マガレート	marguerite	M_AA2_R_G_ER0_IY1_T
マガレイト	marguerite	M_AA2_R_G_ER0_IY1_T
マリア	maria	M_ER0_IY1_AH0
マリアッチ	mariachi	M_AA2_R_IY0_AA1_CH_IY0
マリアナ	mariana	M_AA2_R_IY0_AE1_N_AH0
マリーゴールド	marigold	M_EH1_R_AH0_G_OW2_L_D
マリゴールド	marigold	M_EH1_R_AH0_G_OW2_L_D
マリファナ	marijuana	M_EH2_R_AH0_W_AA1_N_AH0
マリフアナ	marijuana	M_EH2_R_AH0_W_AA1_N_AH0
マリワナ	marijuana	M_EH2_R_AH0_W_AA1_N_AH0
マリンバ	marimba	M_ER0_IH1_M_B_AH0
マリーナ	marina	M_ER0_IY1_N_AH0
マリネード	marinade	M_AA1_R_IH0_N_EY2_D
マリーン	marine	M_ER0_IY1_N
マリネ	marine	M_ER0_IY1_N
マリン	marine	M_ER0_IY1_N
マリンランチング	marine|ranching	M_ER0_IY1_N|R_AE1_N_CH_IH0_NG
マージョラム	marjoram	M_AA1_R_JH_ER0_AE2_M
マジョラム	marjoram	M_AA1_R_JH_ER0_AE2_M
マーク	mark	M_AA1_R_K
マークダウン	markdown	M_AA1_R_K_D_AW2_N
マーカ	marker	M_AA1_R_K_ER0
マーカー	marker	M_AA1_R_K_ER0
マーケット	market	M_AA1_R_K_AH0_T
マーケター	marketer	M_AA1_R_K_AH0_T_ER0
マーケッティング	marketing	M_AA1_R_K_AH0_T_IH0_NG
マーケティング	marketing	M_AA1_R_K_AH0_T_IH0_NG
マーケットプレイス	marketplace	M_AA1_R_K_AH0_T_P_L_EY2_S
マーキング	marking	M_AA1_R_K_IH0_NG
マルカ	markka	M_AA1_R_K_AH0
マルッカ	markka	M_AA1_R_K_AH0
マークアップ	markup	M_AA1_R_K_AH2_P
マークアップインフレーション	markup|inflation	M_AA1_R_K_AH2_P|IH2_N_F_L_EY1_SH_AH0_N
マーリン	marlin	M_AA1_R_L_AH0_N
マーマレード	marmalade	M_AA1_R_M_AH0_L_EY2_D
ママレード	marmalade	M_AA1_R_M_AH0_L_EY2_D
マルーン	maroon	M_ER0_UW1_N
マリッジ	marriage	M_EH1_R_IH0_JH
マロン	marron	M_EH1_R_AH0_N
マロンシャンティ	marron|chantilly	M_EH1_R_AH0_N|SH_AE2_N_T_IH1_L_IY0
マース	mars	M_AA1_R_Z
マールス	mars	M_AA1_R_Z
マルス	mars	M_AA1_R_Z
マルサラ	marsala	M_AA0_R_S_AA1_L_AH0
マシマロ	marshmallow	M_AA1_R_SH_M_EH2_L_OW0
マシュマロ	marshmallow	M_AA1_R_SH_M_EH2_L_OW0
マート	mart	M_AA1_R_T
マーシャルアーツ	martial|arts	M_AA1_R_SH_AH0_L|AA1_R_T_S
マーティーニ	martini	M_AA0_R_T_IY1_N_IY0
マーティニ	martini	M_AA0_R_T_IY1_N_IY0
マティーニ	martini	M_AA0_R_T_IY1_N_IY0
マルティーニ	martini	M_AA0_R_T_IY1_N_IY0
マルティニク	martinique	M_AA0_R_T_IH0_N_IY1_K
マルキシズム	marxism	M_AA1_R_K_S_IH0_Z_AH0_M
マルクシズム	marxism	M_AA1_R_K_S_IH0_Z_AH0_M
マルキシスト	marxist	M_AA1_R_K_S_AH0_S_T
マルキスト	marxist	M_AA1_R_K_S_AH0_S_T
メリーランド	maryland	M_EH1_R_AH0_L_AH0_N_D
マサイ	masai	M_AA0_S_AA1_IY0
マスカラ	mascara	M_AE0_S_K_EH1_R_AH0
マスコット	mascot	M_AE1_S_K_AH0_T
マスキュリン	masculine	M_AE1_S_K_Y_AH0_L_AH0_N
メーザー	maser	M_EY1_Z_ER0
マッシュ	mash	M_AE1_SH
マスク	mask	M_AE1_S_K
マスカ	masker	M_AE1_S_K_ER0
マスキング	masking	M_AE1_S_K_IH0_NG
マゾキズム	masochism	M_AE1_S_AH0_K_IH0_Z_AH0_M
マソヒズム	masochism	M_AE1_S_AH0_K_IH0_Z_AH0_M
マゾヒスム	masochism	M_AE1_S_AH0_K_IH0_Z_AH0_M
マゾヒズム	masochism	M_AE1_S_AH0_K_IH0_Z_AH0_M
マゾヒスト	masochist	M_AE1_S_AH0_K_IH0_S_T
マゾヒスティック	masochistic	M_AE1_S_AH0_K_IH0_S_T_IH0_K
マスカレード	masquerade	M_AE2_S_K_ER0_EY1_D
マスカレイド	masquerade	M_AE2_S_K_ER0_EY1_D
マス	mass	M_AE1_S
マッス	mass	M_AE1_S
マスコミュニケーション	mass|communication	M_AE1_S|K_AH0_M_Y_UW2_N_AH0_K_EY1_SH_AH0_N
マスプロダクション	mass|production	M_AE1_S|P_R_AH0_D_AH1_K_SH_AH0_N
マサチューセッツ	massachusetts	M_AE2_S_AH0_CH_UW1_S_AH0_T_S
マサージュ	massage	M_AH0_S_AA1_ZH
マッサージ	massage	M_AH0_S_AA1_ZH
マッシブ	massive	M_AE1_S_IH0_V
マスト	mast	M_AE1_S_T
マスタ	master	M_AE1_S_T_ER0
マスター	master	M_AE1_S_T_ER0
マスタリング	mastering	M_AE1_S_T_ER0_IH0_NG
マスターピース	masterpiece	M_AE1_S_T_ER0_P_IY2_S
マスターズ	masters	M_AE1_S_T_ER0_Z
マスターワーク	masterwork	M_AE1_S_T_ER0_W_ER2_K
マスチフ	mastiff	M_AE1_S_T_AH0_F
マスティフ	mastiff	M_AE1_S_T_AH0_F
マストドン	mastodon	M_AE1_S_T_AH0_D_AO2_N
マスターベーション	masturbation	M_AE2_S_T_ER0_B_EY1_SH_AH0_N
マスターベイション	masturbation	M_AE2_S_T_ER0_B_EY1_SH_AH0_N
マット	mat	M_AE1_T
マタドール	matador	M_AE1_T_AH0_D_AO2_R
マッチ	match	M_AE1_CH
マッチング	matching	M_AE1_CH_IH0_NG
メート	mate	M_EY1_T
メイト	mate	M_EY1_T
マティリアル	material	M_AH0_T_IH1_R_IY0_AH0_L
マテリアル	material	M_AH0_T_IH1_R_IY0_AH0_L
マテリアルバランス	material|balance	M_AH0_T_IH1_R_IY0_AH0_L|B_AE1_L_AH0_N_S
マテリアリズム	materialism	M_AH0_T_IH1_R_IY0_AH0_L_IH2_Z_AH0_M
マテリアリスト	materialist	M_AH0_T_IH1_R_IY0_AH0_L_IH0_S_T
マティリアリティ	materiality	M_AH0_T_IH2_R_IY0_AE1_L_IH0_T_IY0
マテリアルハンドリング	materials|handling	M_AH0_T_IH1_R_IY0_AH0_L_Z|HH_AE1_N_D_L_IH0_NG
マタニティ	maternity	M_AH0_T_ER1_N_IH0_T_IY0
マタニティー	maternity	M_AH0_T_ER1_N_IH0_T_IY0
マタニティーウェア	maternity|wear	M_AH0_T_ER1_N_IH0_T_IY0|W_EH1_R
マタニティーウエア	maternity|wear	M_AH0_T_ER1_N_IH0_T_IY0|W_EH1_R
マタニティウェア	maternity|wear	M_AH0_T_ER1_N_IH0_T_IY0|W_EH1_R
マタニティウエア	maternity|wear	M_AH0_T_ER1_N_IH0_T_IY0|W_EH1_R
マチネ	matinee	M_AE1_T_IH0_N_EY2
マチネー	matinee	M_AE1_T_IH0_N_EY2
メーティングコール	mating|call	M_EY1_T_IH0_NG|K_AO1_L
マトリクス	matrix	M_EY1_T_R_IH0_K_S
マトリックス	matrix	M_EY1_T_R_IH0_K_S
マター	matter	M_AE1_T_ER0
マットレス	mattress	M_AE1_T_R_AH0_S
マチュア	mature	M_AH0_CH_UH1_R
モーリタニア	mauritania	M_AO2_R_IH0_T_EY1_N_IY0_AH0
モーブ	mauve	M_AO1_V
マックス	max	M_AE1_K_S
マキシ	maxi	M_AE1_K_S_IY0
マキシム	maxim	M_AE1_K_S_AH0_M
マクシム	maxim	M_AE1_K_S_AH0_M
マキシマム	maximum	M_AE1_K_S_AH0_M_AH0_M
マクシマム	maximum	M_AE1_K_S_AH0_M_AH0_M
マクスウェル	maxwell	M_AE1_K_S_W_EH2_L
マックスウェル	maxwell	M_AE1_K_S_W_EH2_L
メイ	may	M_EY1
マヤ	maya	M_AY1_AH0
メーデー	mayday	M_EY1_D_EY0
メイデー	mayday	M_EY1_D_EY0
メイデイ	mayday	M_EY1_D_EY0
メーフラワー	mayflower	M_EY1_F_L_AW2_ER0
メイフラワー	mayflower	M_EY1_F_L_AW2_ER0
マヨ	mayo	M_EY1_OW0
マヨネーズ	mayonnaise	M_EY1_AH0_N_EY2_Z
メイヤー	mayor	M_EY1_ER0
ムビラ	mbira	M_AH0_B_IH1_R_AH0
ンビラ	mbira	M_AH0_B_IH1_R_AH0
マッカーシズム	mccarthyism	M_AH0_K_AA1_R_TH_IY0_IH0_Z_AH0_M
マクドナルド	mcdonald	M_AH0_K_D_AA1_N_AH0_L_D
ミー	me	M_IY1
ミーイズム	me|ism	M_IY1|IH1_Z_AH0_M
ミード	mead	M_IY1_D
ミール	meal	M_IY1_L
メアンダー	meander	M_IY0_AE1_N_D_ER0
ミーニング	meaning	M_IY1_N_IH0_NG
メジャー	measure	M_EH1_ZH_ER0
メジャリング	measuring	M_EH1_ZH_ER0_IH0_NG
ミート	meat	M_IY1_T
ミートボール	meatball	M_IY1_T_B_AO2_L
マッカ	mecca	M_EH1_K_AH0
メッカ	mecca	M_EH1_K_AH0
メカニック	mechanic	M_AH0_K_AE1_N_IH0_K
メカニカル	mechanical	M_AH0_K_AE1_N_IH0_K_AH0_L
メカニクス	mechanics	M_AH0_K_AE1_N_IH0_K_S
メカニックス	mechanics	M_AH0_K_AE1_N_IH0_K_S
メカニズム	mechanism	M_EH1_K_AH0_N_IH2_Z_AH0_M
メシュ	meche	M_EH1_CH
メッシュ	meche	M_EH1_CH
メダル	medal	M_EH1_D_AH0_L
メダリスト	medalist	M_EH1_D_AH0_L_IH0_S_T
メダリオン	medallion	M_AH0_D_AE1_L_Y_AH0_N
メディア	media	M_IY1_D_IY0_AH0
メディアイレーザ	media|eraser	M_IY1_D_IY0_AH0|IH0_R_EY1_S_ER0
メジアン	median	M_IY1_D_IY0_AH0_N
メディアン	median	M_IY1_D_IY0_AH0_N
メディエイタ	mediator	M_IY1_D_IY0_EY2_T_ER0
メディケード	medicaid	M_EH1_D_AH0_K_EY2_D
メディケイド	medicaid	M_EH1_D_AH0_K_EY2_D
メディカル	medical	M_EH1_D_AH0_K_AH0_L
メディカルテクノロジスト	medical|technologist	M_EH1_D_AH0_K_AH0_L|T_EH2_K_N_AA1_L_AH0_JH_IH0_S_T
メディケア	medicare	M_EH1_D_AH0_K_EH2_R
メディシン	medicine	M_EH1_D_AH0_S_AH0_N
メディスン	medicine	M_EH1_D_AH0_S_AH0_N
メディテーション	meditation	M_EH2_D_AH0_T_EY1_SH_AH0_N
ミーディアム	medium	M_IY1_D_IY0_AH0_M
ミディアム	medium	M_IY1_D_IY0_AH0_M
メジウム	medium	M_IY1_D_IY0_AH0_M
メジューム	medium	M_IY1_D_IY0_AH0_M
メディアム	medium	M_IY1_D_IY0_AH0_M
メディウム	medium	M_IY1_D_IY0_AH0_M
メドレー	medley	M_EH1_D_L_IY0
メドック	medoc	M_EH2_D_AO1_K
メデゥーサ	medusa	M_AH0_D_UW1_S_AH0
メデゥサ	medusa	M_AH0_D_UW1_S_AH0
メデューサ	medusa	M_AH0_D_UW1_S_AH0
メドゥーサ	medusa	M_AH0_D_UW1_S_AH0
メドゥサ	medusa	M_AH0_D_UW1_S_AH0
ミート	meet	M_IY1_T
ミーティング	meeting	M_IY1_T_IH0_NG
メガクラスター	mega|cluster	M_EH1_G_AH0|K_L_AH1_S_T_ER0
メガフロート	mega|float	M_EH1_G_AH0|F_L_OW1_T
メガバイト	megabyte	M_EH1_G_AH0_B_AY2_T
メガロマニア	megalomania	M_EH2_G_AH0_L_OW0_M_EY1_N_IY0_AH0
メガロポリス	megalopolis	M_EH2_G_AH0_L_AA1_P_AH0_L_AH0_S
メガフォン	megaphone	M_EH1_G_AH0_F_OW2_N
メガホン	megaphone	M_EH1_G_AH0_F_OW2_N
メガストア	megastore	M_EH1_G_AH0_S_T_AO2_R
メガトン	megaton	M_EH1_G_AH0_T_AH2_N
メガワット	megawatt	M_EH1_G_AH0_W_AA2_T
マイスター	meister	M_AY1_S_T_ER0
メラミン	melamine	M_EH1_L_AH0_M_IY2_N
メランコリック	melancholic	M_EH2_L_AH0_N_K_AA1_L_IH0_K
メランコリー	melancholy	M_EH1_L_AH0_N_K_AA2_L_IY0
メラニン	melanin	M_EH1_L_AH0_N_AH0_N
メラノーマ	melanoma	M_EH2_L_AH0_N_OW1_M_AH0
メラトニン	melatonin	M_EH2_L_AH0_T_OW1_N_IH0_N
メルボルン	melbourne	M_EH1_L_B_ER0_N
メルド	meld	M_EH1_L_D
メリッサ	melissa	M_AH0_L_IH1_S_AH0
メロー	mellow	M_EH1_L_OW0
メロディック	melodic	M_AH0_L_AA1_D_IH0_K
メロディアス	melodious	M_AH0_L_OW1_D_IY0_AH0_S
メロデー	melody	M_EH1_L_AH0_D_IY0
メロディ	melody	M_EH1_L_AH0_D_IY0
メロディー	melody	M_EH1_L_AH0_D_IY0
メロン	melon	M_EH1_L_AH0_N
メルト	melt	M_EH1_L_T
メルトスルー	melt|through	M_EH1_L_T|TH_R_UW1
メルトダウン	meltdown	M_EH1_L_T_D_AW2_N
メルティング	melting	M_EH1_L_T_IH0_NG
メルトン	melton	M_EH1_L_T_AH0_N
メンバ	member	M_EH1_M_B_ER0
メンバー	member	M_EH1_M_B_ER0
メンバーズ	members	M_EH1_M_B_ER0_Z
メンバーシップ	membership	M_EH1_M_B_ER0_SH_IH2_P
メンバシップ	membership	M_EH1_M_B_ER0_SH_IH2_P
メンブレーン	membrane	M_EH1_M_B_R_EY2_N
メンブレイン	membrane	M_EH1_M_B_R_EY2_N
メンブレン	membrane	M_EH1_M_B_R_EY2_N
ミーム	meme	M_IY1_M
メモ	memo	M_EH1_M_OW2
メモラブル	memorable	M_EH1_M_ER0_AH0_B_AH0_L
メモランダム	memorandum	M_EH2_M_ER0_AE1_N_D_AH0_M
メモリアル	memorial	M_AH0_M_AO1_R_IY0_AH0_L
メモリ	memory	M_EH1_M_ER0_IY0
メモリー	memory	M_EH1_M_ER0_IY0
メモリーカード	memory|card	M_EH1_M_ER0_IY0|K_AA1_R_D
メンフィス	memphis	M_EH1_M_F_AH0_S
メン	men	M_EH1_N
メナジェリー	menagerie	M_AH0_N_AE1_JH_ER0_IY0
メンドシーノ	mendocino	M_EH2_N_D_AH0_S_IY1_N_OW0
メノナイト	mennonite	M_EH1_N_AH0_N_AY2_T
メノーラー	menorah	M_AH0_N_AO1_R_AH0
メノラー	menorah	M_AH0_N_AO1_R_AH0
メンズ	men's	M_EH1_N_Z
メンタル	mental	M_EH1_N_T_AH0_L
