アブストラクトアート	abstract|art	AE0_B_S_T_R_AE1_K_T|AA1_R_T
インクカートリッジ	ink|cartridge	IH1_NG_K|K_AA1_R_T_R_AH0_JH
インクデスクトップ	ink|desktop	IH1_NG_K|D_EH1_S_K_T_AA2_P
インクジェット	ink|jet	IH1_NG_K|JH_EH1_T
インクブロットテスト	inkblot|test	IH1_NG_K_B_L_AA2_T|T_EH1_S_T
インナーキャビネット	inner|cabinet	IH1_N_ER0|K_AE1_B_AH0_N_AH0_T
インナーシティ	inner|city	IH1_N_ER0|S_IH1_T_IY0
インナーシティー	inner|city	IH1_N_ER0|S_IH1_T_IY0
インナーライフ	inner|life	IH1_N_ER0|L_AY1_F
インナートリップ	inner|trip	IH1_N_ER0|T_R_IH1_P
インプットメソッド	input|method	IH1_N_P_UH2_T|M_EH1_TH_AH0_D
インプットポート	input|port	IH1_N_P_UH2_T|P_AO1_R_T
インサートモード	insert|mode	IH2_N_S_ER1_T|M_OW1_D
インサイドベースボール	inside|baseball	IH2_N_S_AY1_D|B_EY1_S_B_AO1_L
インサイドベルト	inside|belt	IH2_N_S_AY1_D|B_EH1_L_T
インサイドアウト	inside|out	IH2_N_S_AY1_D|AW1_T
インサイドレポート	inside|report	IH2_N_S_AY1_D|R_IY0_P_AO1_R_T
インサイドストーリー	inside|story	IH2_N_S_AY1_D|S_T_AO1_R_IY0
インサイドワーク	inside|work	IH2_N_S_AY1_D|W_ER1_K
インストールログファイル	install|log|file	IH2_N_S_T_AO1_L|L_AO1_G|F_AY1_L
インストールプログラム	install|program	IH2_N_S_T_AO1_L|P_R_OW1_G_R_AE2_M
インストレーションプログラム	installation|program	IH2_N_S_T_AH0_L_EY1_SH_AH0_N|P_R_OW1_G_R_AE2_M
インスタントカメラ	instant|camera	IH1_N_S_T_AH0_N_T|K_AE1_M_ER0_AH0
インスタントコーヒー	instant|coffee	IH1_N_S_T_AH0_N_T|K_AA1_F_IY0
インスタントメッセージ	instant|message	IH1_N_S_T_AH0_N_T|M_EH1_S_AH0_JH
インスタントメッセージング	instant|messaging	IH1_N_S_T_AH0_N_T|M_EH1_S_IH0_JH_IH0_NG
インスタントメッセンジャー	instant|messenger	IH1_N_S_T_AH0_N_T|M_EH1_S_AH0_N_JH_ER0
インストラクションセット	instruction|set	IH2_N_S_T_R_AH1_K_SH_AH0_N|S_EH1_T
インストラクションセットアーキテクチャ	instruction|set|architecture	IH2_N_S_T_R_AH1_K_SH_AH0_N|S_EH1_T|AA1_R_K_AH0_T_EH2_K_CH_ER0
インストルメントパネル	instrument|panel	IH1_N_S_T_R_AH0_M_AH0_N_T|P_AE1_N_AH0_L
インストルメンタルポップ	instrumental|pop	IH2_N_S_T_R_AH0_M_EH1_N_T_AH0_L|P_AA1_P
インストルメンタルロック	instrumental|rock	IH2_N_S_T_R_AH0_M_EH1_N_T_AH0_L|R_AA1_K
インシュレーションボード	insulation|board	IH2_N_S_AH0_L_EY1_SH_AH0_N|B_AO1_R_D
インシュリンショック	insulin|shock	IH1_N_S_AH0_L_AH0_N|SH_AA1_K
インスリンショック	insulin|shock	IH1_N_S_AH0_L_AH0_N|SH_AA1_K
インテリジェンスサービス	intelligence|service	IH2_N_T_EH1_L_AH0_JH_AH0_N_S|S_ER1_V_AH0_S
インテリジェンステスト	intelligence|test	IH2_N_T_EH1_L_AH0_JH_AH0_N_S|T_EH1_S_T
インテリジェントケーブル	intelligent|cable	IH2_N_T_EH1_L_AH0_JH_AH0_N_T|K_EY1_B_AH0_L
インテリジェントシティー	intelligent|city	IH2_N_T_EH1_L_AH0_JH_AH0_N_T|S_IH1_T_IY0
インテリジェントデータベース	intelligent|database	IH2_N_T_EH1_L_AH0_JH_AH0_N_T|D_EY1_T_AH0_B_EY2_S
インテリジェントデザイン	intelligent|design	IH2_N_T_EH1_L_AH0_JH_AH0_N_T|D_IH0_Z_AY1_N
インテリジェントハブ	intelligent|hub	IH2_N_T_EH1_L_AH0_JH_AH0_N_T|HH_AH1_B
インテリジェントマルチプレクサ	intelligent|multiplexer	IH2_N_T_EH1_L_AH0_JH_AH0_N_T|M_AH1_L_T_IY0_P_L_EH2_K_S_ER0
インテリジェントネットワーク	intelligent|network	IH2_N_T_EH1_L_AH0_JH_AH0_N_T|N_EH1_T_W_ER2_K
インテリジェントステーション	intelligent|station	IH2_N_T_EH1_L_AH0_JH_AH0_N_T|S_T_EY1_SH_AH0_N
インテリジェントターミナル	intelligent|terminal	IH2_N_T_EH1_L_AH0_JH_AH0_N_T|T_ER1_M_IH0_N_AH0_L
インテリゲンチア	intelligentsia	IH2_N_T_EH2_L_AH0_JH_EH1_N_T_S_IY0_AH0
インテリゲンチャ	intelligentsia	IH2_N_T_EH2_L_AH0_JH_EH1_N_T_S_IY0_AH0
インテリゲンツィア	intelligentsia	IH2_N_T_EH2_L_AH0_JH_EH1_N_T_S_IY0_AH0
インテンショナルファウル	intentional|foul	IH2_N_T_EH1_N_SH_AH0_N_AH0_L|F_AW1_L
インターゼミナール	inter|seminar	IH2_N_T_ER1|S_EH1_M_AH0_N_AA2_R
インターチェンジ	interchange	IH2_N_T_ER0_CH_EY1_N_JH
インターカレッジ	intercollegiate	IH2_N_T_ER0_K_AH0_L_IY1_JH_AH0_T
インタレストグループ	interest|group	IH1_N_T_AH0_R_EH2_S_T|G_R_UW1_P
インターフェースアダプタ	interface|adapter	IH1_N_T_ER0_F_EY2_S|AH0_D_AE1_P_T_ER0
インタフェースアドレス	interface|address	IH1_N_T_ER0_F_EY2_S|AE1_D_R_EH2_S
インターフェイスボード	interface|board	IH1_N_T_ER0_F_EY2_S|B_AO1_R_D
インターフェースビルダ	interface|builder	IH1_N_T_ER0_F_EY2_S|B_IH1_L_D_ER0
インタフェースカード	interface|card	IH1_N_T_ER0_F_EY2_S|K_AA1_R_D
インターフェイスメッセージプロセッサー	interface|message|processor	IH1_N_T_ER0_F_EY2_S|M_EH1_S_AH0_JH|P_R_AA1_S_EH2_S_ER0
インタフェースモジュール	interface|module	IH1_N_T_ER0_F_EY2_S|M_AO1_JH_UW0_L
インテリアコーディネーター	interior|coordinator	IH2_N_T_IH1_R_IY0_ER0|K_OW0_AO1_R_D_AH0_N_EY2_T_ER0
インテリアクラフト	interior|craft	IH2_N_T_IH1_R_IY0_ER0|K_R_AE1_F_T
インテリアデコレーション	interior|decoration	IH2_N_T_IH1_R_IY0_ER0|D_EH2_K_ER0_EY1_SH_AH0_N
インテリアデザイン	interior|design	IH2_N_T_IH1_R_IY0_ER0|D_IH0_Z_AY1_N
インテリアデザイナー	interior|designer	IH2_N_T_IH1_R_IY0_ER0|D_IH0_Z_AY1_N_ER0
インテリアプランナー	interior|planner	IH2_N_T_IH1_R_IY0_ER0|P_L_AE1_N_ER0
インテリアファブリック	interior|fabric	IH2_N_T_IH1_R_IY0_ER0|F_AE1_B_R_IH0_K
インテリアショップ	interior|shop	IH2_N_T_IH1_R_IY0_ER0|SH_AA1_P
インターリーブメモリ	interleave|memory	IH2_N_T_ER0_L_IY1_V|M_EH1_M_ER0_IY0
インターロッキンググリップ	interlocking|grip	IH1_N_T_ER0_L_AA2_K_IH0_NG|G_R_IH1_P
インターロッキングシステム	interlocking|system	IH1_N_T_ER0_L_AA2_K_IH0_NG|S_IH1_S_T_AH0_M
インターナショナルバカロレア	international|baccalaureate	IH2_N_T_ER0_N_AE1_SH_AH0_N_AA0_L|B_AE2_K_AH0_L_AO1_R_IY0_AH0_T
インターネットアクセス	internet|access	IH1_N_T_ER0_N_EH2_T|AE1_K_S_EH2_S
インターネットアドレス	internet|address	IH1_N_T_ER0_N_EH2_T|AE1_D_R_EH2_S
インターネットオークション	internet|auction	IH1_N_T_ER0_N_EH2_T|AA1_K_SH_AH0_N
インターネットバンキング	internet|banking	IH1_N_T_ER0_N_EH2_T|B_AE1_NG_K_IH0_NG
インターネットビジネス	internet|business	IH1_N_T_ER0_N_EH2_T|B_IH1_Z_N_AH0_S
インターネットカフェ	internet|cafe	IH1_N_T_ER0_N_EH2_T|K_AH0_F_EY1
インターネットカジノ	internet|casino	IH1_N_T_ER0_N_EH2_T|K_AH0_S_IY1_N_OW0
インターネットコミュニティ	internet|community	IH1_N_T_ER0_N_EH2_T|K_AH0_M_Y_UW1_N_AH0_T_IY0
インターネットデータセンター	internet|data|center	IH1_N_T_ER0_N_EH2_T|D_EY1_T_AH0|S_EH1_N_T_ER0
インターネットエクスプローラ	internet|explorer	IH1_N_T_ER0_N_EH2_T|IH0_K_S_P_L_AO1_R_ER0
インターネットギャンブル	internet|gamble	IH1_N_T_ER0_N_EH2_T|G_AE1_M_B_AH0_L
インターネットリテラシー	internet|literacy	IH1_N_T_ER0_N_EH2_T|L_IH1_T_ER0_AH0_S_IY0
インターネットメール	internet|mail	IH1_N_T_ER0_N_EH2_T|M_EY1_L
インターネットマーケティング	internet|marketing	IH1_N_T_ER0_N_EH2_T|M_AA1_R_K_AH0_T_IH0_NG
インターネットメディア	internet|media	IH1_N_T_ER0_N_EH2_T|M_IY1_D_IY0_AH0
インターネットオブシングス	internet|of|things	IH1_N_T_ER0_N_EH2_T|AH1_V|TH_IH1_NG_Z
インターネットフォン	internet|phone	IH1_N_T_ER0_N_EH2_T|F_OW1_N
インターネットポリス	internet|police	IH1_N_T_ER0_N_EH2_T|P_AH0_L_IY1_S
インターネットプロトコル	internet|protocol	IH1_N_T_ER0_N_EH2_T|P_R_OW1_T_AH0_K_AA2_L
インターネットプロトコルアドレス	internet|protocol|address	IH1_N_T_ER0_N_EH2_T|P_R_OW1_T_AH0_K_AA2_L|AE1_D_R_EH2_S
インターネットラジオ	internet|radio	IH1_N_T_ER0_N_EH2_T|R_EY1_D_IY0_OW2
インターネットリレーチャット	internet|relay|chat	IH1_N_T_ER0_N_EH2_T|R_IY1_L_EY2|CH_AE1_T
インターネットセキュリティ	internet|security	IH1_N_T_ER0_N_EH2_T|S_IH0_K_Y_UH1_R_AH0_T_IY0
インターネットサービス	internet|service	IH1_N_T_ER0_N_EH2_T|S_ER1_V_AH0_S
インターネットサービスプロバイダ	internet|service|provider	IH1_N_T_ER0_N_EH2_T|S_ER1_V_AH0_S|P_R_AH0_V_AY1_D_ER0
インターネットサービスプロバイダー	internet|service|provider	IH1_N_T_ER0_N_EH2_T|S_ER1_V_AH0_S|P_R_AH0_V_AY1_D_ER0
インターネットプロバイダ	internet|provider	IH1_N_T_ER0_N_EH2_T|P_R_AH0_V_AY1_D_ER0
インターネットプロバイダー	internet|provider	IH1_N_T_ER0_N_EH2_T|P_R_AH0_V_AY1_D_ER0
インターネットショップ	internet|shop	IH1_N_T_ER0_N_EH2_T|SH_AA1_P
インターネットショッピング	internet|shopping	IH1_N_T_ER0_N_EH2_T|SH_AA1_P_IH0_NG
インターネットサイト	internet|site	IH1_N_T_ER0_N_EH2_T|S_AY1_T
インターネットスラング	internet|slang	IH1_N_T_ER0_N_EH2_T|S_L_AE1_NG
ネットスラング	net|slang	N_EH1_T|S_L_AE1_NG
インターネットテレビジョン	internet|television	IH1_N_T_ER0_N_EH2_T|T_EH1_L_AH0_V_IH2
インターネットユーザー	internet|user	IH1_N_T_ER0_N_EH2_T|Y_UW1_Z_ER0
インターネットワールド	internet|world	IH1_N_T_ER0_N_EH2_T|W_ER1_L_D
インターネットワーム	internet|worm	IH1_N_T_ER0_N_EH2_T|W_ER1_M
インタロゲーションマーク	interrogation|mark	IH2_N_T_EH2_R_AH0_G_EY1_SH_AH0_N|M_AA1_R_K
インタロゲイションマーク	interrogation|mark	IH2_N_T_EH2_R_AH0_G_EY1_SH_AH0_N|M_AA1_R_K
インターステートハイウエー	interstate|highway	IH2_N_T_ER0_S_T_EY1_T|HH_AY1_W_EY2
インターバルタイマ	interval|timer	IH1_N_T_ER0_V_AH0_L|T_AY1_M_ER0
インターバルトレーニング	interval|training	IH1_N_T_ER0_V_AH0_L|T_R_EY1_N_IH0_NG
インベントリーサイクル	inventory|cycles	IH2_N_V_AH0_N_T_AO1_R_IY0|S_AY1_K_AH0_L_Z
インベントリーファイナンス	inventory|finance	IH2_N_V_AH0_N_T_AO1_R_IY0|F_AH0_N_AE1_N_S
インベントリーリセッション	inventory|recession	IH2_N_V_AH0_N_T_AO1_R_IY0|R_IH0_S_EH1_SH_AH0_N
インベントリーリカバリー	inventory|recovery	IH2_N_V_AH0_N_T_AO1_R_IY0|R_IH0_K_AH1_V_R_IY0
インベストメントアナリスト	investment|analyst	IH2_N_V_EH1_S_T_M_AH0_N_T|AE1_N_AH0_L_IH0_S_T
インベストメントバンク	investment|bank	IH2_N_V_EH1_S_T_M_AH0_N_T|B_AE1_NG_K
インベストメントバンキング	investment|banking	IH2_N_V_EH1_S_T_M_AH0_N_T|B_AE1_NG_K_IH0_NG
インベスターリレーションズ	investor|relations	IH2_N_V_EH1_S_T_ER0|R_IY0_L_EY1_SH_AH0_N_Z
インビジブルリスク	invisible|risk	IH2_N_V_IH1_Z_AH0_B_AH0_L|R_IH1_S_K
インボランタリーアップグレード	involuntary|upgrade	IH2_N_V_AA1_L_AH0_N_T_EH2_R_IY0|AH0_P_G_R_EY1_D
イオンビーム	ion|beam	AY1_AA2_N|B_IY1_M
イオンチャンネル	ion|channel	AY1_AA2_N|CH_AE1_N_AH0_L
イオンエンジン	ion|engine	AY1_AA2_N|EH1_N_JH_AH0_N
イオンポンプ	ion|pump	AY1_AA2_N|P_AH1_M_P
イオンロケット	ion|rocket	AY1_AA2_N|R_AA1_K_AH0_T
アイリッシュコーヒー	irish|coffee	AY1_R_IH0_SH|K_AA1_F_IY0
アイリッシュハープ	irish|harp	AY1_R_IH0_SH|HH_AA1_R_P
アイリッシュセッター	irish|setter	AY1_R_IH0_SH|S_EH1_T_ER0
アイリッシュウイスキー	irish|whiskey	AY1_R_IH0_SH|W_IH1_S_K_IY0
アイアンクラブ	iron|club	AY1_ER0_N|K_L_AH1_B
アイアンメイデン	iron|maiden	AY1_ER0_N|M_EY1_D_AH0_N
アイアンサイト	iron|sight	AY1_ER0_N|S_AY1_T
イレギュラーバウンド	irregular|bound	IH2_R_EH1_G_Y_AH0_L_ER0|B_AW1_N_D
イスラミックステート	islamic|state	IH2_Z_L_AA1_M_IH0_K|S_T_EY1_T
アイランドグレゴリー	island|gregory	AY1_L_AH0_N_D|G_R_EH1_G_ER0_IY0
アイランドキッチン	island|kitchen	AY1_L_AH0_N_D|K_IH1_CH_AH0_N
アイソレーションシンドローム	isolation|syndrome	AY2_S_AH0_L_EY1_SH_AH0_N|S_IH1_N_D_R_OW2_M
アイソレーションタンク	isolation|tank	AY2_S_AH0_L_EY1_SH_AH0_N|T_AE1_NG_K
イスラエルロビー	israel|lobby	IH1_Z_R_IY0_AH0_L|L_AA1_B_IY0
イットガール	it|girl	IH1_T|G_ER1_L
イタリアンコーヒー	italian|coffee	IH2_T_AE1_L_Y_AH0_N|K_AA1_F_IY0
イタリアンカット	italian|cut	IH2_T_AE1_L_Y_AH0_N|K_AH1_T
イタリアルネッサンス	italian|renaissance	IH2_T_AE1_L_Y_AH0_N|R_EH2_N_AH0_S_AA1_N_S
アイボリーブラック	ivory|black	AY1_V_ER0_IY0|B_L_AE1_K
アイビーゼラニウム	ivy|geranium	AY1_V_IY0|JH_ER0_EY1_N_IY0_AH0_M
アイビーリーグ	ivy|league	AY1_V_IY0|L_IY1_G
アイビールック	ivy|look	AY1_V_IY0|L_UH1_K
アイビーシャツ	ivy|shirts	AY1_V_IY0|SH_ER1_T_S
アイビースタイル	ivy|style	AY1_V_IY0|S_T_AY1_L
ジャッキアップ	jack|up	JH_AE1_K|AH1_P
ジャケットタイプ	jacket|type	JH_AE1_K_AH0_T|T_AY1_P
ジャクソンマングース	jackson|mongoose	JH_AE1_K_S_AH0_N|M_AA1_NG_G_UW0_S
ハイアライ	jai|alai	JH_AY1|AH0_L_AY1
ジャガタラ	jakarta	JH_AH0_K_AA1_R_T_AH0
ジャムセッション	jam|session	JH_AE1_M|S_EH1_SH_AH0_N
ジャンセニスム	jansenism	JH_AE1_N_S_IH0_N_IH2_Z_AH0_M
ジャンセニズム	jansenism	JH_AE1_N_S_IH0_N_IH2_Z_AH0_M
ジャパン	japan	JH_AH0_P_AE1_N
ジャパンバッシング	japan|bashing	JH_AH0_P_AE1_N|B_AE1_SH_IH0_NG
ジャパンカップ	japan|cup	JH_AH0_P_AE1_N|K_AH1_P
ジャパンファウンデーション	japan|foundation	JH_AH0_P_AE1_N|F_AW0_N_D_EY1_SH_AH0_N
ジャパンレールパス	japan|rail|pass	JH_AH0_P_AE1_N|R_EY1_L|P_AE1_S
ジャパンソサエティー	japan|society	JH_AH0_P_AE1_N|S_OW0_S_AY1_IH0_T_IY0
ジャパニーズカナディアン	japanese|canadian	JH_AE2_P_AH0_N_IY1_Z|K_AH0_N_EY1_D_IY0_AH0_N
ジャパニーズイングリッシュ	japanese|english	JH_AE2_P_AH0_N_IY1_Z|IH1_NG_G_L_IH0_SH
ジャパニーズスマイル	japanese|smile	JH_AE2_P_AH0_N_IY1_Z|S_M_AY1_L
ジャワコーヒー	java|coffee	JH_AA1_V_AH0|K_AA1_F_IY0
ジョークラッシャー	jaw|crusher	JH_AO1|K_R_AH1_SH_ER0
ジョーズオブライフ	jaws|of|life	JH_AO1_Z|AH1_V|L_AY1_F
ジャズバンド	jazz|band	JH_AE1_Z|B_AE1_N_D
ジャズコーラス	jazz|chorus	JH_AE1_Z|K_AO1_R_AH0_S
ジャズクラブ	jazz|club	JH_AE1_Z|K_L_AH1_B
ジャズダンス	jazz|dance	JH_AE1_Z|D_AE1_N_S
ジャズフェスティバル	jazz|festival	JH_AE1_Z|F_EH1_S_T_AH0_V_AH0_L
ジャズライフ	jazz|life	JH_AE1_Z|L_AY1_F
ジャズピアノ	jazz|piano	JH_AE1_Z|P_IY0_AE1_N_OW0
ジャズシンガー	jazz|singer	JH_AE1_Z|S_IH1_NG_ER0
ジャズソング	jazz|song	JH_AE1_Z|S_AO1_NG
ジーンズジャンパー	jean|jumper	JH_IY1_N|JH_AH1_M_P_ER0
ジーンズパンツ	jeans|pants	JH_IY1_N_Z|P_AE1_N_T_S
ジェリービーンズ	jelly|beans	JH_EH1_L_IY0|B_IY1_N_Z
ゼリービーンズ	jelly|beans	JH_EH1_L_IY0|B_IY1_N_Z
ジーザス	jesus	JH_IY1_Z_AH0_S
ジーザスクライスト	jesus|christ	JH_IY1_Z_AH0_S|K_R_AY1_S_T
ジェットバス	jet|bath	JH_EH1_T|B_AE1_TH
ジェットコースター	jet|coaster	JH_EH1_T|K_OW1_S_T_ER0
ジェットエンジン	jet|engine	JH_EH1_T|EH1_N_JH_AH0_N
ジェットラグ	jet|lag	JH_EH1_T|L_AE1_G
ジェットパック	jet|pack	JH_EH1_T|P_AE1_K
ジェットポンプ	jet|pump	JH_EH1_T|P_AH1_M_P
ジェットルート	jet|route	JH_EH1_T|R_UW1_T
ジェットセット	jet|set	JH_EH1_T|S_EH1_T
ジェットスキー	jet|ski	JH_EH1_T|S_K_IY1
ジェットストリーム	jet|stream	JH_EH1_T|S_T_R_IY1_M
ジュエリーボックス	jewelry|box	JH_UW1_AH0_L_R_IY0|B_AA1_K_S
ジブクレーン	jib|crane	JH_IH1_B|K_R_EY1_N
ジグ	jig	JH_IH1_G
ジクソーパズル	jigsaw|puzzle	JH_IH1_G_S_AO2|P_AH1_Z_AH0_L
ジクゾーパズル	jigsaw|puzzle	JH_IH1_G_S_AO2|P_AH1_Z_AH0_L
ジグソーパズル	jigsaw|puzzle	JH_IH1_G_S_AO2|P_AH1_Z_AH0_L
ジグゾーパズル	jigsaw|puzzle	JH_IH1_G_S_AO2|P_AH1_Z_AH0_L
ジョブエンラージメント	job|enlargement	JH_AA1_B|EH2_N_L_AA1_R_JH_M_AH0_N_T
ジョブエントリシステム	job|entry|system	JH_AA1_B|EH1_N_T_R_IY0|S_IH1_S_T_AH0_M
ジョブメニュー	job|menu	JH_AA1_B|M_EH1_N_Y_UW0
ジョブオブジェクト	job|object	JH_AA1_B|AA1_B_JH_EH0_K_T
ジョブキュー	job|queue	JH_AA1_B|K_Y_UW1
ジョブローテーション	job|rotation	JH_AA1_B|R_OW0_T_EY1_SH_AH0_N
ジョブスケジューラ	job|scheduler	JH_AA1_B|S_K_EH1_JH_UH0_L_ER0
ジョブストリーム	job|stream	JH_AA1_B|S_T_R_IY1_M
ジョブタイトル	job|title	JH_AA1_B|T_AY1_T_AH0_L
ジョブタイプ	job|type	JH_AA1_B|T_AY1_P
ジョギングパンツ	jogging|pants	JH_AA1_G_IH0_NG|P_AE1_N_T_S
ジョギングシューズ	jogging|shoes	JH_AA1_G_IH0_NG|SH_UW1_Z
ジョンブル	john|bull	JH_AA1_N|B_UH1_L
ジョイントコンサート	joint|concert	JH_OY1_N_T|K_AA1_N_S_ER0_T
ジョイントベンチャー	joint|venture	JH_OY1_N_T|V_EH1_N_CH_ER0
ジョリーロジャー	jolly|roger	JH_AA1_L_IY0|R_AA1_JH_ER0
ジャーナルクラブ	journal|club	JH_ER1_N_AH0_L|K_L_AH1_B
ジョイスティック	joy|stick	JH_OY1|S_T_IH1_K
ジョイフルトレーン	joyful|train	JH_OY1_F_AH0_L|T_R_EY1_N
ジョイフルトレイン	joyful|train	JH_OY1_F_AH0_L|T_R_EY1_N
ジャッジランプ	judge|lamp	JH_AH1_JH|L_AE1_M_P
ジュースクレンズ	juice|cleanse	JH_UW1_S|K_L_EH1_N_Z
ジュジュミュージック	juju|music	JH_UW1_JH_UW0|M_Y_UW1_Z_IH0_K
ジャンプボール	jump|ball	JH_AH1_M_P|B_AO1_L
ジャンプブルース	jump|blues	JH_AH1_M_P|B_L_UW1_Z
ジャンパブロック	jumper|block	JH_AH1_M_P_ER0|B_L_AA1_K
ジャンパオプション	jumper|option	JH_AH1_M_P_ER0|AA1_P_SH_AH0_N
ジャンパピン	jumper|pin	JH_AH1_M_P_ER0|P_IH1_N
ジャンパプラグ	jumper|plug	JH_AH1_M_P_ER0|P_L_AH1_G
ジャンパポスト	jumper|post	JH_AH1_M_P_ER0|P_OW1_S_T
ジャンバースカート	jumper|skirt	JH_AH1_M_P_ER0|S_K_ER1_T
ジャンパースカート	jumper|skirt	JH_AH1_M_P_ER0|S_K_ER1_T
ジャンパスイッチ	jumper|switch	JH_AH1_M_P_ER0|S_W_IH1_CH
ジャンピングジャック	jumping|jack	JH_AH1_M_P_IH0_NG|JH_AE1_K
ジャンピングスティルト	jumping|stilt	JH_AH1_M_P_IH0_NG|S_T_IH1_L_T
ジューンブライド	june|bride	JH_UW1_N|B_R_AY1_D
ジャングルキャット	jungle|cat	JH_AH1_NG_G_AH0_L|K_AE1_T
ジャングルジム	jungle|gym	JH_AH1_NG_G_AH0_L|JH_IH1_M
ジュニアボード	junior|board	JH_UW1_N_Y_ER0|B_AO1_R_D
ジュニアボードシステム	junior|board|system	JH_UW1_N_Y_ER0|B_AO1_R_D|S_IH1_S_T_AH0_M
ジュニアブラ	junior|bra	JH_UW1_N_Y_ER0|B_R_AA1
ジュニアカレッジ	junior|college	JH_UW1_N_Y_ER0|K_AA1_L_IH0_JH
ジュニアフェザー	junior|feather	JH_UW1_N_Y_ER0|F_EH1_DH_ER0
ジュニアフライ	junior|fly	JH_UW1_N_Y_ER0|F_L_AY1
ジュニアハイスクール	junior|high|school	JH_UW1_N_Y_ER0|HH_AY1|S_K_UW1_L
ジュニアライト	junior|light	JH_UW1_N_Y_ER0|L_AY1_T
ジュニアミドル	junior|middle	JH_UW1_N_Y_ER0|M_IH1_D_AH0_L
ジュニアスタイル	junior|style	JH_UW1_N_Y_ER0|S_T_AY1_L
ジュニアチーム	junior|team	JH_UW1_N_Y_ER0|T_IY1_M
ジュニアウエルター	junior|welter	JH_UW1_N_Y_ER0|W_EH1_L_T_ER0
ジャンクアート	junk|art	JH_AH1_NG_K|AA1_R_T
ジャンクボンド	junk|bond	JH_AH1_NG_K|B_AA1_N_D
ジャンクフード	junk|food	JH_AH1_NG_K|F_UW1_D
ジャンクメール	junk|mail	JH_AH1_NG_K|M_EY1_L
ジャンクショップ	junk|shop	JH_AH1_NG_K|SH_AA1_P
ジャストクロック	just|clock	JH_AH1_S_T|K_L_AA1_K
ジャストフィット	just|fit	JH_AH1_S_T|F_IH1_T
ジャストミート	just|meet	JH_AH1_S_T|M_IY1_T
ジャストサイズ	just|size	JH_AH1_S_T|S_AY1_Z
カイザーロール	kaiser|roll	K_AY1_Z_ER0|R_OW1_L
カルマンフィルター	kalman|filter	K_AE1_L_M_AH0_N|F_IH1_L_T_ER0
カッパ	kappa	K_AE1_P_AH0
カラオケ	karaoke	K_EH2_R_IY0_OW1_K_IY0
カラオケバー	karaoke|bar	K_EH2_R_IY0_OW1_K_IY0|B_AA1_R
カラオケボックス	karaoke|box	K_EH2_R_IY0_OW1_K_IY0|B_AA1_K_S
カラテチョップ	karate|chop	K_ER0_AA1_T_IY0|CH_AA1_P
カシミールカレー	kashmir|curry	K_AE1_SH_M_IH0_R|K_AH1_R_IY0
カヤ	kaya	K_AA1_Y_AH0
カバブ	kebab	K_AH0_B_AA1_B
ケバブ	kebab	K_AH0_B_AA1_B
キープアライブメッセージ	keep|alive|message	K_IY1_P|AH0_L_AY1_V|M_EH1_S_AH0_JH
キープサンプル	keep|sample	K_IY1_P|S_AE1_M_P_AH0_L
キーパーチャージ	keeper|charge	K_IY2_P_ER0|CH_AA1_R_JH
ケーゲル	kegel	K_EH1_JH_AH0_L
ケッチリグ	ketch|rig	K_EH1_CH|R_IH1_G
キーアドバイザー	key|advisor	K_IY1|AE0_D_V_AY1_Z_ER0
キーアサイン	key|assign	K_IY1|AH0_S_AY1_N
キーベッド	key|bed	K_IY1|B_EH1_D
キーバインド	key|binding	K_IY1|B_AY1_N_D_IH0_NG
キーバッファ	key|buffer	K_IY1|B_AH1_F_ER0
カードキー	card|key	K_AA1_R_D|K_IY1
キーケース	key|case	K_IY1|K_EY1_S
キークラブ	key|club	K_IY1|K_L_AH1_B
キーコード	key|code	K_IY1|K_OW1_D
キーカレンシー	key|currency	K_IY1|K_ER1_AH0_N_S_IY0
キーカスタマイズ	key|customize	K_IY1|K_AH1_S_T_AH0_M_AY2_Z
キーディスク	key|disk	K_IY1|D_IH1_S_K
キーエスクロー	key|escrow	K_IY1|EH0_S_K_R_OW1
キーフィーチャ	key|feature	K_IY1|F_IY1_CH_ER0
キーフィールド	key|field	K_IY1|F_IY1_L_D
キーフレーム	key|frame	K_IY1|F_R_EY1_M
キーホルダー	key|holder	K_IY1|HH_OW1_L_D_ER0
キーイン	key|in	K_IY1|IH0_N
キーインダストリー	key|industry	K_IY1|IH1_N_D_AH0_S_T_R_IY0
キーライト	key|light	K_IY1|L_AY1_T
キーロガー	key|locker	K_IY1|L_AA2_K_ER0
キーマクロ	key|macro	K_IY1|M_AE1_K_R_OW0
キーマン	key|man	K_IY1|M_AE1_N
キーマーケット	key|market	K_IY1|M_AA1_R_K_AH0_T
キーパーソン	key|person	K_IY1|P_ER1_S_AH0_N
キープレート	key|plate	K_IY1|P_L_EY1_T
キーポイント	key|point	K_IY1|P_OY1_N_T
キーパンチ	key|punch	K_IY1|P_AH1_N_CH
キーリカバリー	key|recovery	K_IY1|R_IH0_K_AH1_V_R_IY0
キーリピート	key|repeat	K_IY1|R_IH0_P_IY1_T
キーリング	key|ring	K_IY1|R_IH1_NG
キーステーション	key|station	K_IY1|S_T_EY1_SH_AH0_N
キーテクノロジー	key|technology	K_IY1|T_EH0_K_N_AA1_L_AH0_JH_IY0
キータイトル	key|title	K_IY1|T_AY1_T_AH0_L
キーツール	key|tool	K_IY1|T_UW1_L
キーボードバッファ	keyboard|buffer	K_IY1_B_AO2_R_D|B_AH1_F_ER0
